12;-121.6608916310916,36.22672218049023,0 -121.6613967602865,36.22714275396761,0 -121.6620612579564,36.22758104414726,0 -121.6624351619786,36.22823262853372,0 -121.6625585604086,36.2284307405692,0 -121.6633191594668,36.22821969304105,0 -121.6638540881376,36.22844346372216,0 -121.6642042713673,36.22902656076035,0 -121.6641412885238,36.22956357273261,0 -121.6639603927057,36.23004249688495,0 -121.6640858059009,36.23038429396829,0
13;-121.6640770593596,36.23038493486826,0 -121.6642747201443,36.2307140217296,0 -121.664583040174,36.23101724229804,0 -121.6642304945664,36.23117629714469,0 -121.6641340523746,36.23162594546287,0 -121.6642509729482,36.23221340639964,0 -121.6645907976287,36.23252048310434,0 -121.6645976404253,36.23300769300269,0 -121.6645925310213,36.23352416436494,0 -121.6648779291716,36.2339311896237,0 -121.665472457889,36.23450800051344,0 -121.6659068900263,36.23490091948702,0 -121.6664288960298,36.23519911488781,0 -121.6671190743538,36.2349747160286,0 -121.6676327049285,36.23433881703219,0 -121.6679246625593,36.2338584045294,0 -121.6682123412164,36.23354460338185,0 -121.6686739114561,36.23349694011841,0 -121.6690638171143,36.23360849519722,0 -121.6693713704369,36.2338299386592,0
1;-121.671926423272,36.22823413934552,0 -121.6712615838539,36.22868870901859,0 -121.6713454626756,36.22948583798087,0 -121.6708338612669,36.23004977150799,0 -121.6706184330374,36.23090671411813,0 -121.6706877475342,36.23149112289948,0 -121.6697889969372,36.23208037325024,0 -121.6694002453263,36.23294360623004,0 -121.6693494030621,36.23386294344589,0
14;-121.6693539164147,36.23385821485879,0 -121.669616863434,36.23448803345224,0 -121.669693614503,36.23501495817008,0 -121.6702311529278,36.23533647354309,0 -121.6713137697757,36.23505945367497,0 -121.6719829594535,36.23514281485487,0 -121.6720413361148,36.23557034718488,0 -121.6717347929365,36.23613149734351,0 -121.6714426772243,36.23645547696037,0 -121.6715211245885,36.23685017654858,0
15;-121.6715538319532,36.23686361710251,0 -121.671970206545,36.23710481029623,0 -121.6727468488205,36.23704648110606,0 -121.6732178571962,36.23744150812862,0 -121.6731924900325,36.23806738052613,0 -121.6738530592956,36.23813876211922,0 -121.6744104960606,36.23824718545629,0 -121.6749639722368,36.23874061944908,0 -121.6755010988798,36.2389495734717,0 -121.6764428017716,36.23868860803078,0 -121.6771137696585,36.23887094150643,0 -121.6770121199244,36.23964288762028,0 -121.6771404207401,36.24024097065476,0 -121.6778608617958,36.24065543169592,0 -121.6772192988098,36.2411813089461,0 -121.6772630788564,36.24177649108198,0 -121.6782002869577,36.24236281729664,0 -121.6788796094842,36.24272097745316,0 -121.6794694095627,36.24273251950531,0 -121.6796325263143,36.24332336888902,0 -121.6805135353289,36.2435618401925,0 -121.681198756029,36.24389632485115,0 -121.6813624960864,36.24419144283586,0
1;-121.6097069987839,36.21749850912769,0 -121.6103102575052,36.218194345664,0 -121.610695080145,36.21891265750109,0 -121.6111616673681,36.21955811982722,0 -121.6117194058487,36.2198468880345,0 -121.6120003633528,36.22046594335188,0 -121.6125048403927,36.22114993193249,0 -121.6131430245674,36.22187679206838,0 -121.6138994923611,36.22217632917394,0
2;-121.6138803731372,36.22217998077522,0 -121.6153122322818,36.22216071489009,0 -121.616654808998,36.22228202626852,0 -121.6172563929379,36.22197439705125,0 -121.6178562883585,36.22150428446837,0 -121.6182743524909,36.22225365349993,0 -121.6190987908532,36.22184530133651,0 -121.6200277846913,36.22242439347594,0 -121.6208727767277,36.22289737458025,0 -121.6215095104541,36.22391712320398,0 -121.6219193484013,36.22504154115205,0 -121.6224742507084,36.2262740772757,0 -121.6237231229758,36.22677481387525,0 -121.6241925645209,36.2275723387758,0 -121.6238379291872,36.22811846747427,0 -121.6247918681068,36.22834888963848,0 -121.6252450792053,36.22863588230475,0 -121.6258358290631,36.22929408865556,0 -121.6259043299595,36.22985724355152,0 -121.6251541879731,36.23022755951299,0
1;-121.6201202126296,36.2305411917216,0 -121.6203705809788,36.23065882701302,0 -121.6206968599517,36.2301776174505,0 -121.6210108320339,36.23006912696382,0 -121.6215105230858,36.23024703778385,0 -121.621708079809,36.23013357272977,0 -121.6215261330774,36.22964317742781,0 -121.6215111459294,36.22962333495948,0 -121.6219459425891,36.22932683114087,0 -121.6224651917273,36.22936567706891,0 -121.6229131790662,36.22958764501458,0 -121.6234485806394,36.22942394686238,0 -121.6240354813952,36.22966431045703,0 -121.6245014943887,36.23001684863635,0 -121.6249967400754,36.23011002463019,0 -121.6251560743249,36.23022671195486,0
3;-121.6251816475479,36.23024895823215,0 -121.6257538839615,36.23046993568936,0 -121.6266286701366,36.23042717332968,0 -121.6269707859343,36.23100723384216,0 -121.6276345891141,36.23133256069273,0 -121.6285611910115,36.23161178738005,0
4;-121.6285959399314,36.23162505356981,0 -121.6287914886377,36.23109058086213,0 -121.6289650577851,36.23077174626459,0 -121.6295797778373,36.23101537155636,0 -121.6301159040238,36.23122554146441,0 -121.6304044745618,36.23218006092596,0 -121.6307707729628,36.23289754893261,0 -121.6316124898764,36.23314910773445,0 -121.6316602042088,36.2333579362905,0 -121.6312968887559,36.23367211525669,0 -121.6304690567108,36.23414682631373,0 -121.6306742413513,36.23448969436723,0 -121.6309415781867,36.23473437015938,0 -121.6309203180611,36.2350523099084,0
5;-121.6309296658343,36.23504579095604,0 -121.6316146542961,36.23537828343711,0 -121.6314395029597,36.23607985817423,0 -121.6316173474954,36.23684477813065,0 -121.6317984319562,36.23740066226262,0 -121.6324088510748,36.23738193998477,0 -121.6333545716526,36.23697825815287,0 -121.6341582464934,36.23604587076261,0 -121.6350190540306,36.23629352893725,0 -121.6358182395216,36.236539625188,0 -121.6361960077924,36.23711432117136,0 -121.6365532009546,36.23750754602109,0
1;-121.6344038039774,36.24035042574938,0 -121.6346049639456,36.23991055087182,0 -121.6350604893976,36.23962769026174,0 -121.6354901813359,36.23915860759642,0 -121.6353395422113,36.23871193069255,0 -121.6358694281717,36.23850796873667,0 -121.636230660955,36.23834693122492,0 -121.6361108617672,36.23789914552582,0 -121.6361620925437,36.23761004430193,0 -121.6365511098941,36.23750718899689,0
7;-121.6365511098941,36.23750718899689,0 -121.6369906483822,36.23731104223888,0 -121.6374909543908,36.23750333977593,0 -121.6380705311723,36.23732878386874,0 -121.6382399934224,36.23740535369601,0 -121.6379752010997,36.23803133705311,0 -121.6376768972022,36.2386489333522,0 -121.6381770048338,36.23927102579052,0 -121.6392332811347,36.23917486643738,0 -121.6392852018271,36.23993269881214,0 -121.6401569516462,36.24032284445185,0 -121.6406228527344,36.24043086787942,0 -121.6414425997617,36.23965300133474,0 -121.6418726747408,36.23978828111092,0 -121.6426684427086,36.2400895310726,0 -121.6424072041958,36.24104262888252,0 -121.642826214031,36.24169581866689,0 -121.6435622063773,36.24179896053484,0 -121.6440260050264,36.24137026948389,0 -121.6448219412761,36.24181716779851,0
1;-121.6445992624539,36.24536334226082,0 -121.6440872495691,36.24472507443335,0 -121.6442811174226,36.24411878214247,0 -121.6441075010065,36.24320502968592,0 -121.644187867136,36.24253505347716,0 -121.6448428750715,36.24182378310363,0
8;-121.6448595090146,36.24179010475844,0 -121.6456647398294,36.24163504598337,0 -121.6460497372117,36.24091350173777,0 -121.6470115630263,36.24104001784973,0 -121.6477920955283,36.24069765485491,0 -121.6488719751107,36.24104514203594,0 -121.6496117789792,36.24049950357191,0 -121.6502651713236,36.24007405461312,0 -121.6509851003402,36.24069974338686,0 -121.6520686119969,36.24142231240975,0 -121.6533690201167,36.24187721850914,0 -121.6550850822557,36.24232201655492,0 -121.6557800818662,36.24237804997756,0 -121.6560195232798,36.2428856516032,0 -121.6563784952804,36.24333703959097,0 -121.6566526344288,36.2440367180654,0
1;-121.6465995900331,36.26247549439309,0 -121.6472539825071,36.26141790522286,0 -121.6470120566615,36.26090126417445,0 -121.6476420170052,36.26038642519988,0 -121.6488262168786,36.25970963982884,0 -121.6496563650419,36.25916159778668,0 -121.6500825158415,36.25809402830226,0 -121.6516016393611,36.25789915352202,0 -121.6518430442223,36.25699724500932,0 -121.6526178484057,36.25646342243188,0 -121.6523834247802,36.2551594188578,0 -121.6529323410559,36.25456683212722,0 -121.6544247077762,36.25431715000338,0 -121.655250173537,36.25346864465249,0 -121.6543189951126,36.25244063411022,0 -121.654337412403,36.25154538570852,0 -121.6548481308833,36.2515551579797,0
2;-121.6548481308833,36.2515551579797,0 -121.6556471943127,36.25088858524792,0 -121.6547672270657,36.24934921249924,0 -121.6543418130269,36.24786899039142,0 -121.6542355368384,36.24605124316016,0 -121.6544113328628,36.24441986457529,0 -121.6546120150826,36.24383172339153,0 -121.655335265113,36.2438125483918,0 -121.6565997597377,36.24400509052661,0
11;-121.6565679538187,36.24398993721429,0 -121.6573178590642,36.24401069582359,0 -121.657732416858,36.2439844654257,0 -121.6582903021811,36.24471034457206,0 -121.6590092585855,36.24440342318688,0 -121.6599139559165,36.24429456563426,0 -121.6604544579451,36.24410048251185,0 -121.6616557963607,36.24398993676817,0 -121.6626148973074,36.24424529123188,0 -121.6636329888806,36.24339773060714,0 -121.6645372482199,36.24306439661402,0 -121.6657832857005,36.24361915150342,0 -121.6666692386523,36.2439327641944,0 -121.6662949579461,36.2448289038554,0 -121.6673873141243,36.24560674857927,0 -121.6689119905137,36.24557908537634,0 -121.6698834368116,36.24561271741487,0 -121.6702733702633,36.2463602382939,0 -121.6708840499774,36.24652956907963,0
12;-121.6709006412916,36.24651235787014,0 -121.6718303687977,36.24645385200533,0 -121.6726288197645,36.24631208999693,0 -121.6735910027477,36.24674194532331,0 -121.6744693345755,36.24708002054854,0 -121.6751440406595,36.24712432120344,0
1;-121.6678812230002,36.26608304596284,0 -121.6677279005476,36.2649994758499,0 -121.6689392953979,36.26449033995739,0 -121.669743573224,36.26360848776355,0 -121.6702981597554,36.26276135298923,0 -121.6699981578206,36.2622568737671,0 -121.6688977135152,36.26209285832918,0
2;-121.6688976116302,36.2620951620456,0 -121.6679254476887,36.26211091874441,0 -121.6671795644201,36.26080172433242,0 -121.667309739253,36.25934278695685,0 -121.6689920616342,36.25854724888644,0 -121.6699836018296,36.25807319764046,0 -121.6689925746848,36.25704184732773,0 -121.6698142236499,36.25600245389855,0 -121.6680263686461,36.25539583117639,0 -121.6679889564809,36.25451759963084,0 -121.6691530640142,36.25373764259739,0
3;-121.6691240097725,36.25371995333222,0 -121.66978342441,36.25202647969446,0 -121.6712724341594,36.25068198435925,0 -121.6720646251539,36.24934335982473,0 -121.6733009745812,36.24829380010302,0 -121.675083214664,36.24714028340944,0
15;-121.675166206683,36.24714740864093,0 -121.6759405933707,36.24758175988669,0 -121.6771141031865,36.24713700842162,0 -121.678532202922,36.24651769876969,0 -121.6784842623196,36.24518660082576,0 -121.6793978286382,36.24470558455884,0 -121.6813588197783,36.24419647216371,0
1;-121.6934922371835,36.21641002955293,0 -121.6941746283419,36.21652336550112,0 -121.6945308859422,36.21683502511177,0 -121.6954080548658,36.21688695322404,0 -121.6961388260216,36.21724906378669,0 -121.6966985420593,36.21750411067274,0 -121.6976896894116,36.21769469400587,0 -121.6981530536506,36.21838796269505,0 -121.6983838352983,36.21929671872539,0 -121.6981818439709,36.22018082221193,0 -121.698667873585,36.22080437248405,0 -121.6984371117848,36.22153803958881,0 -121.6988578577425,36.2224824895801,0 -121.6996039116496,36.22305973770072,0 -121.7006677814537,36.2235155471597,0 -121.7014873234679,36.22407334848511,0 -121.7019032112905,36.22449733970284,0 -121.7021663440643,36.22521425831937,0
2;-121.7021909951935,36.22525404693857,0 -121.7028789480152,36.22589050369441,0 -121.7039408065998,36.22655636037469,0 -121.7046064050081,36.22695751987392,0 -121.705431161943,36.22790849578777,0 -121.7053919590704,36.22858957464619,0 -121.7058015364186,36.2291385674646,0 -121.7061981331051,36.22949228203344,0 -121.7060570007985,36.23026643507693,0 -121.7057994544558,36.23074851686947,0
3;-121.7058021018496,36.2307808564255,0 -121.7062523591076,36.23184309435813,0 -121.7066657963007,36.23262058971491,0 -121.7080100293959,36.23345669052575,0 -121.7081981896892,36.23429891991226,0 -121.7094322247256,36.2341775945613,0 -121.7108934725766,36.23420583470863,0 -121.7125637195851,36.23403502387582,0 -121.713430677967,36.23433308929373,0 -121.7143722649837,36.23465518720759,0 -121.7150055453668,36.23478347888217,0
4;-121.7149393862609,36.23478416292049,0 -121.71507595398,36.23556908274296,0 -121.7160401712813,36.23607152525047,0 -121.7160819198368,36.23677487944222,0 -121.7158078894504,36.23726513578058,0
5;-121.7158280895294,36.23732743908473,0 -121.7163264357758,36.23803999657404,0 -121.7165858281473,36.23881858535533,0 -121.7165043579559,36.23949972330031,0 -121.715689887276,36.24000774015425,0 -121.7164502797985,36.24067661934257,0 -121.715851410027,36.24142886275517,0 -121.7154712646413,36.24209312902664,0 -121.7155745665563,36.24278131443351,0 -121.714896356182,36.24342092610387,0 -121.7146171077415,36.24437460749246,0 -121.7151636665643,36.2456793194639,0 -121.7158681889529,36.24702518017075,0 -121.7166420852928,36.24801801911579,0 -121.717456013014,36.24910852833765,0 -121.7182899942972,36.25001837500373,0
31;-121.6813946059989,36.24421429678292,0 -121.6814040414868,36.24457823076771,0 -121.6810279525308,36.24500767260311,0 -121.6814129654349,36.24554438434471,0 -121.6818800770383,36.24616419797454,0 -121.6824620877324,36.24717894441179,0 -121.6830459944063,36.24863582342689,0
32;-121.6831096944881,36.24859928922542,0 -121.684043486249,36.24906494128761,0 -121.6849203636083,36.24956486767734,0 -121.6862030969627,36.24889859481259,0 -121.6876618982869,36.24942083217009,0 -121.6880780526067,36.25004759782594,0 -121.6869855042935,36.25049157930384,0 -121.6869215011334,36.25111398477782,0 -121.6881102840764,36.25136918428063,0 -121.6887494255175,36.25194935913361,0 -121.6897810011518,36.25204901227625,0 -121.6905899021534,36.2508532977819,0 -121.6910355670406,36.2515005331158,0 -121.6910964193277,36.25226080127997,0 -121.6916171639946,36.2523438491063,0 -121.6922241526791,36.25154408168334,0 -121.6927616876903,36.2506916220901,0 -121.6931667986302,36.2504076065634,0
33;-121.6931854380028,36.25041426413071,0 -121.6938039406364,36.25062108181601,0 -121.6939803254664,36.25140651954327,0 -121.6946836165504,36.2516254664802,0 -121.695406845028,36.25197829520155,0
1;-121.6996897353384,36.27678861478552,0 -121.6992573697873,36.27619920328031,0 -121.6981348542204,36.27595867134352,0 -121.6986310277154,36.27529269488671,0 -121.6981116025793,36.27507132214821,0 -121.6972685344162,36.27537284902281,0 -121.6965502384744,36.27509286964667,0 -121.6967030507775,36.27428704048878,0 -121.6962046162258,36.27335433007954,0 -121.6961763922752,36.2730535881479,0
2;-121.6962287594104,36.27309515683874,0 -121.6966350575271,36.2722550675843,0 -121.69593504069,36.27184992097907,0 -121.6953359654348,36.27150399792042,0 -121.6958768363715,36.27078879910014,0 -121.6959941018844,36.27008377126389,0 -121.6959308849236,36.26935118414578,0 -121.6950886899819,36.2690057518825,0 -121.6956867388835,36.26836941389966,0 -121.6952351613084,36.26780437588945,0 -121.6946569994741,36.26715767455068,0 -121.6945214808195,36.2668146951107,0
3;-121.6945399399792,36.26679406295482,0 -121.6944155514311,36.2661378040677,0 -121.6947247311563,36.26566320239196,0 -121.6946119886871,36.26500563255006,0 -121.6949116623621,36.2643666750329,0 -121.6956422688353,36.26407143910733,0 -121.6960442668893,36.26351037564309,0 -121.6952092426574,36.26292181945569,0 -121.6945248558158,36.26234785639669,0 -121.6944132650138,36.26198977250831,0 -121.695279484998,36.26178723078556,0 -121.6954411573024,36.26121276525415,0 -121.6943667523561,36.26046009645129,0
4;-121.6943664754247,36.26041555645789,0 -121.694264570934,36.25977258629118,0 -121.6937648881679,36.25924171703252,0 -121.6946646671871,36.2588902473219,0 -121.695026325023,36.2581166271852,0 -121.6953015869525,36.25752948332179,0 -121.6956320604868,36.25712696232782,0 -121.6956985997453,36.25660558682294,0 -121.6961615465253,36.25598755547021,0 -121.6965488266297,36.25566834215871,0 -121.6969371159975,36.25494054613185,0 -121.6967356170646,36.25473005851419,0 -121.6958487467674,36.25475568581238,0 -121.6955275701722,36.25452513160536,0 -121.6958167084383,36.25411168730548,0 -121.6955433881912,36.25393418836133,0 -121.6947327584954,36.25398550738824,0 -121.6943285162821,36.25335188406419,0 -121.6943860700067,36.25280038601453,0 -121.6948151781446,36.25254771559116,0 -121.6953010683323,36.25216898443858,0 -121.6953870599599,36.25195636367615,0
37;-121.6953871622755,36.25191231351598,0 -121.6962748052487,36.2522070450517,0 -121.697149867677,36.25223463461313,0 -121.6981351283856,36.25243659956909,0 -121.6986365056855,36.25256475100966,0 -121.6993392728703,36.25303240525597,0 -121.6999248400325,36.25357443126494,0 -121.699771335999,36.25392645159565,0 -121.6993277540865,36.25418661946216,0 -121.6984429406715,36.25421802065708,0 -121.697995278339,36.25444821693297,0 -121.6983667440137,36.2547906972474,0 -121.6993139042258,36.25507602926016,0 -121.6999273067616,36.25510358993373,0 -121.7003069652395,36.25475490043299,0 -121.7009846382097,36.25437763616416,0 -121.7017180825443,36.25438847051264,0 -121.7019647134085,36.25476790389694,0 -121.702514701263,36.25525084971958,0 -121.7029997561281,36.25535216761044,0
38;-121.7030045580753,36.25532820457865,0 -121.7034989670419,36.25525308723296,0 -121.7037931319941,36.2548123649218,0 -121.7042464683751,36.25442045685818,0 -121.7041948839898,36.25364493896412,0 -121.7038119414909,36.25254282068713,0 -121.704093023668,36.25185883157965,0 -121.7043604589074,36.2514440329112,0 -121.7047411281393,36.2512030240377,0 -121.7054849992749,36.250875016324,0 -121.7062611448254,36.25075645962159,0 -121.7071353991224,36.25066897198015,0
39;-121.7071321769833,36.25063596194847,0 -121.7078080013852,36.25039572964022,0 -121.7082166024887,36.24984980068125,0 -121.7080931075372,36.24895632973171,0 -121.7082412312537,36.24852712407279,0 -121.7086691990382,36.24831856691665,0 -121.7093651815659,36.2484508980108,0 -121.7100956347482,36.24857723881934,0 -121.7109707585803,36.24817911126019,0 -121.7119419356469,36.24735362821291,0 -121.7125212400757,36.2468952517245,0 -121.7130927111259,36.24682971573296,0 -121.7136412584574,36.2473511897249,0 -121.7140502958356,36.24787396958121,0 -121.7140372217981,36.24844187663811,0 -121.7139538786345,36.24901794164179,0 -121.7142195402726,36.24935946836775,0 -121.7145921828132,36.24934032782548,0 -121.7149855797517,36.24953755405574,0 -121.7152319483853,36.24972160909182,0
40;-121.7152344359686,36.24970932927649,0 -121.7158246854577,36.24990039349537,0 -121.7165472200616,36.25016910394714,0 -121.7170600302676,36.25019928481839,0 -121.7176123751508,36.25019420718754,0 -121.7180037884523,36.25013555841668,0 -121.7182785276647,36.25001948909856,0
46;-121.7182894524026,36.24999797774603,0 -121.7185873262661,36.24936036958913,0 -121.7185059421377,36.2485740272575,0 -121.7191726171985,36.24815527830149,0 -121.719641592241,36.24855345566985,0 -121.7198669089401,36.24938013292454,0 -121.7204914443034,36.2499173293243,0 -121.7219301491443,36.2500541364562,0 -121.7229026634774,36.24998232249678,0 -121.7242210944867,36.24939417598586,0 -121.7251358682216,36.24886911456806,0 -121.7258505332059,36.2488319487471,0 -121.7266494549709,36.24897589533801,0 -121.7270168039103,36.24925238172651,0
1;-121.7302423806478,36.24514584616355,0 -121.7296487191292,36.24573566536088,0 -121.7291466611349,36.246811380763,0 -121.7290545395715,36.24780464097887,0 -121.7284218584308,36.24844239322184,0 -121.7274323021185,36.24907476943581,0 -121.7270523648743,36.24925701217,0
47;-121.7270298464427,36.24925994155824,0 -121.7272032282074,36.24959976049875,0 -121.7269106847264,36.25014780894411,0 -121.7269346464357,36.25083124006267,0 -121.7271157164923,36.25126982854607,0 -121.7280007614453,36.25135780489506,0 -121.7289427087567,36.25132776155138,0 -121.7298554840049,36.25115197786685,0 -121.7309315738225,36.25081407430643,0 -121.731413387236,36.25081913692171,0
48;-121.7314524210822,36.25084181817956,0 -121.7323023377687,36.25130377756398,0 -121.7327586742666,36.25175730924082,0 -121.7323395056626,36.25218948684417,0 -121.7319972002001,36.25264777810736,0 -121.7323963367456,36.25350685315005,0 -121.7334918345614,36.25451134557015,0 -121.7343200949809,36.25494415392627,0 -121.7348527493851,36.25494868514792,0 -121.7351493163973,36.25423399671035,0 -121.7355986534077,36.25404269293492,0 -121.7360039404283,36.25426109882685,0 -121.7360583922282,36.25498659155804,0 -121.7360959238879,36.25568528111009,0 -121.7361168466827,36.25623990119173,0 -121.7365193740945,36.25673649747857,0 -121.7370673115946,36.25691014540431,0 -121.7376673702979,36.25641915476106,0 -121.738130986952,36.25617088004004,0 -121.7384398487939,36.25630158921759,0 -121.7385436948311,36.25652344792803,0
49;-121.7386369397605,36.25657759538401,0 -121.738487831187,36.2573266510205,0 -121.7387842719381,36.25795420546888,0 -121.7395003993291,36.25827108115615,0 -121.7405562151852,36.25822457483052,0 -121.7412980380172,36.25831363533759,0 -121.7420177523649,36.25845457903036,0 -121.7421651304827,36.25935072049693,0 -121.7423061259114,36.25988842205141,0 -121.7429950707765,36.26028864744126,0 -121.7435678491481,36.2603262180912,0 -121.7434449937241,36.25973685911041,0 -121.7439147177019,36.2590003101387,0 -121.7448804672716,36.25864570608843,0 -121.7454073088651,36.25878381369866,0
1;-121.724256997622,36.28943211809875,0 -121.7245374815466,36.28860576980259,0 -121.7246743177868,36.28778576025979,0 -121.7248635477324,36.28728978269519,0 -121.7254050472853,36.28679140954235,0 -121.7255044703603,36.28592500237038,0 -121.7256393696652,36.28524431452255,0 -121.7255028281375,36.28492922709873,0
2;-121.7255382491107,36.28490543744932,0 -121.725522526964,36.28436556882739,0 -121.7264813010181,36.28458850036048,0 -121.7271448105292,36.28433356344157,0 -121.7278246917525,36.28388012100954,0 -121.7282741558833,36.28319356518478,0 -121.7276260383449,36.28242973786152,0 -121.7273171220487,36.28167433411127,0 -121.7275967687352,36.28119104896945,0 -121.727874980262,36.28030805549005,0 -121.7281698617954,36.27933575385008,0 -121.7287345080455,36.27883887639349,0 -121.7293104535201,36.27813337985987,0
